,eyeClosed,Center Up,,Center,,Center Down,,Left Point,,Right Point,,Left,Right,Up,Down,Eye width:
capture_2020_04_17_11_39_49_7497_right,0,47,24,46,46,44,70,4,54,94,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7498_left,0,52,27,51,49,51,75,5,57,95,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7498_right,0,47,24,49,46,47,72,4,54,96,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7499_left,0,53,21,53,49,50,78,5,54,96,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7499_right,0,48,20,51,45,49,73,5,55,96,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7500_left,0,52,24,53,51,51,75,5,56,96,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7500_right,0,52,24,51,48,51,75,5,56,96,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7501_left,0,52,28,51,54,51,76,4,59,96,58,0,0,0,0,100
capture_2020_04_17_11_39_49_7501_right,0,50,26,50,50,49,73,5,57,95,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7502_left,0,55,26,53,52,51,78,4,58,96,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7502_right,0,49,26,51,47,51,73,5,55,97,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7503_left,0,50,28,53,51,53,76,7,58,97,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7503_right,0,52,27,52,49,52,71,5,56,96,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7504_left,0,52,28,52,52,52,72,8,58,97,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7504_right,0,51,28,53,48,53,72,8,58,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7505_left,0,51,29,53,51,51,74,7,56,97,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7505_right,0,52,29,51,49,52,70,6,56,97,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7506_left,0,51,32,51,53,51,71,6,57,97,59,0,0,0,0,100
capture_2020_04_17_11_39_49_7506_right,0,51,32,54,50,52,71,4,57,97,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7507_left,0,52,32,52,53,52,76,6,58,97,58,0,0,0,0,100
capture_2020_04_17_11_39_49_7507_right,0,55,29,53,50,55,73,9,58,95,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7508_left,0,51,32,51,52,49,74,8,58,95,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7508_right,0,52,28,51,48,51,69,6,57,97,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7509_left,0,52,30,51,52,51,70,6,59,95,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7509_right,0,54,21,54,46,52,71,6,54,94,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7510_left,0,53,29,55,53,52,77,3,61,95,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7510_right,0,52,21,53,46,53,70,5,54,95,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7511_left,1,52,57,54,62,52,67,11,61,95,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7511_right,1,51,49,49,54,51,59,7,49,95,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7512_left,1,50,61,50,66,50,71,11,63,90,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7512_right,1,52,51,52,57,51,64,10,54,93,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7513_left,1,52,57,53,60,53,63,8,63,93,58,0,0,0,0,100
capture_2020_04_17_11_39_49_7513_right,1,53,48,52,53,52,57,10,55,95,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7514_left,0,49,39,49,59,51,76,10,63,95,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7514_right,0,51,31,51,55,51,72,7,52,95,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7515_left,0,51,33,51,53,51,72,5,60,96,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7515_right,0,51,26,53,47,51,67,5,53,96,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7516_left,0,52,30,52,54,52,75,4,59,95,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7516_right,0,54,25,57,46,54,66,9,52,95,50,0,0,0,0,100
capture_2020_04_17_11_39_49_7517_left,0,53,32,51,57,51,77,5,63,95,57,0,0,0,0,100
capture_2020_04_17_11_39_49_7517_right,0,52,29,52,52,52,75,7,57,96,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7518_left,0,51,34,49,55,51,73,5,59,95,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7518_right,0,49,27,51,50,49,71,5,57,95,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7519_left,0,49,33,49,58,49,78,5,62,95,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7519_right,0,49,27,49,51,49,73,7,55,95,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7520_left,0,49,31,51,53,49,75,5,60,95,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7520_right,0,49,25,49,45,49,71,4,51,96,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7521_left,0,48,31,52,56,52,74,6,57,94,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7521_right,0,50,30,50,48,52,72,7,54,96,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7522_left,0,52,34,52,55,54,75,8,60,94,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7522_right,0,51,21,51,48,51,67,8,54,92,50,0,0,0,0,100
capture_2020_04_17_11_39_49_7523_left,0,49,29,51,58,53,83,4,60,94,50,0,0,0,0,100
capture_2020_04_17_11_39_49_7523_right,0,50,21,50,50,52,79,2,54,94,50,0,0,0,0,100
capture_2020_04_17_11_39_49_7524_left,0,50,29,52,54,52,77,4,60,94,50,0,0,0,0,100
capture_2020_04_17_11_39_49_7524_right,0,51,22,47,45,49,71,4,53,94,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7525_left,0,50,30,50,60,52,80,4,62,92,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7525_right,0,52,26,52,52,50,78,2,58,92,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7526_left,0,51,32,53,56,51,82,4,64,96,58,0,0,0,0,100
capture_2020_04_17_11_39_49_7526_right,0,51,30,53,50,53,74,6,56,96,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7527_left,0,54,32,56,52,54,74,6,58,96,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7527_right,0,50,22,52,48,52,74,6,56,96,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7528_left,0,52,24,52,53,52,76,10,59,94,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7528_right,0,52,18,54,47,54,71,6,53,94,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7529_left,0,53,27,55,51,55,73,6,57,96,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7529_right,0,51,24,51,46,51,70,6,48,96,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7530_left,0,51,27,53,51,53,76,8,57,96,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7530_right,0,51,24,49,47,51,69,4,55,94,47,0,0,0,0,100
capture_2020_04_17_11_39_49_7531_left,0,54,31,52,54,54,73,6,60,94,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7531_right,0,49,23,49,46,49,69,4,52,96,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7532_left,0,49,31,51,55,51,76,8,61,96,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7532_right,0,49,21,49,48,49,69,4,52,92,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7533_left,0,52,33,54,56,56,79,6,63,94,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7533_right,0,48,19,48,48,48,69,2,54,94,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7534_left,0,48,29,50,52,50,71,6,60,96,50,0,0,0,0,100
capture_2020_04_17_11_39_49_7534_right,0,52,27,50,50,50,71,4,54,96,50,0,0,0,0,100
capture_2020_04_17_11_39_49_7535_left,0,48,32,54,53,50,72,6,57,94,47,0,0,0,0,100
capture_2020_04_17_11_39_49_7535_right,0,50,27,48,46,50,69,6,52,94,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7536_left,0,49,32,53,53,53,72,9,60,94,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7536_right,0,49,30,49,49,51,68,6,51,94,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7537_left,0,52,34,52,53,52,70,7,60,93,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7537_right,0,51,26,51,51,51,70,6,53,94,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7538_left,0,52,30,54,50,54,70,9,57,93,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7538_right,0,54,26,52,47,52,66,7,51,96,47,0,0,0,0,100
capture_2020_04_17_11_39_49_7539_left,0,52,30,54,50,54,70,11,54,91,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7539_right,0,50,30,52,49,52,68,11,53,93,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7540_left,0,54,31,54,51,54,71,13,58,93,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7540_right,0,53,31,53,49,53,67,13,51,93,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7541_left,0,54,31,54,53,54,76,13,56,93,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7541_right,0,51,29,53,51,49,71,7,58,96,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7542_left,0,51,29,56,49,53,76,7,56,96,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7542_right,0,52,29,50,47,52,71,9,56,93,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7543_left,0,51,24,56,51,51,71,7,56,96,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7543_right,0,51,24,51,51,56,78,9,58,96,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7544_left,0,53,24,53,49,53,73,9,53,96,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7544_right,0,53,24,53,49,53,73,9,56,96,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7545_left,0,53,24,53,51,53,73,9,56,96,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7545_right,0,53,24,51,49,53,73,9,56,96,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7546_left,0,53,24,56,51,53,73,9,56,96,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7546_right,0,53,24,53,51,53,73,9,56,96,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7547_left,0,52,24,52,51,55,73,9,56,95,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7547_right,0,53,23,51,50,53,75,11,55,96,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7548_left,0,53,23,53,50,53,75,11,55,96,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7548_right,0,53,23,53,50,53,75,11,55,96,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7549_left,0,53,24,56,56,53,73,9,56,96,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7549_right,0,53,23,51,52,53,75,11,55,96,57,0,0,0,0,100
capture_2020_04_17_11_39_49_7550_left,0,52,31,55,58,55,73,9,56,98,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7550_right,0,52,32,52,55,55,75,9,55,95,59,0,0,0,0,100
capture_2020_04_17_11_39_49_7551_left,0,52,31,57,58,55,73,11,62,98,58,0,0,0,0,100
capture_2020_04_17_11_39_49_7551_right,0,52,34,50,55,52,75,9,57,95,59,0,0,0,0,100
capture_2020_04_17_11_39_49_7552_left,0,52,36,57,58,52,76,9,62,95,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7552_right,0,52,34,52,55,52,75,14,57,93,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7553_left,0,52,33,52,53,52,71,11,58,95,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7553_right,0,53,29,53,53,53,80,13,56,96,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7554_left,0,55,27,55,50,52,80,7,59,95,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7554_right,0,53,27,51,51,53,80,7,56,96,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7555_left,0,55,27,52,50,52,80,7,55,95,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7555_right,0,49,29,53,51,53,80,7,56,96,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7556_left,0,49,29,53,51,51,73,7,58,96,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7556_right,0,51,27,49,51,53,76,7,56,96,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7557_left,0,52,32,52,52,52,73,5,59,95,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7557_right,0,51,30,51,55,51,77,9,57,93,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7558_left,0,51,29,51,53,51,78,7,58,96,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7558_right,0,53,29,51,49,51,76,7,56,96,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7559_left,0,51,36,51,56,53,73,9,60,93,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7559_right,0,51,31,49,51,49,73,11,56,93,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7560_left,0,51,31,53,58,56,80,9,64,96,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7560_right,0,49,29,47,51,47,76,7,53,93,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7561_left,0,49,29,51,53,49,76,7,60,93,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7561_right,0,46,28,48,48,50,72,9,52,96,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7562_left,0,49,33,51,54,51,78,9,61,93,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7562_right,0,48,24,48,50,50,70,9,52,93,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7563_left,0,50,30,50,54,50,78,7,63,91,46,0,0,0,0,100
capture_2020_04_17_11_39_49_7563_right,0,50,22,48,46,50,72,7,50,93,46,0,0,0,0,100
capture_2020_04_17_11_39_49_7564_left,0,48,30,50,54,50,80,13,65,91,46,0,0,0,0,100
capture_2020_04_17_11_39_49_7564_right,0,50,24,48,48,50,74,9,54,91,46,0,0,0,0,100
capture_2020_04_17_11_39_49_7565_left,0,49,29,49,53,49,73,9,62,89,47,0,0,0,0,100
capture_2020_04_17_11_39_49_7565_right,0,46,20,46,41,46,67,7,52,89,43,0,0,0,0,100
capture_2020_04_17_11_39_49_7566_left,0,49,29,49,53,51,78,7,64,91,44,0,0,0,0,100
capture_2020_04_17_11_39_49_7566_right,0,48,24,43,47,50,67,9,53,93,40,0,0,0,0,100
capture_2020_04_17_11_39_49_7567_left,0,47,31,47,53,51,76,4,64,91,42,0,0,0,0,100
capture_2020_04_17_11_39_49_7567_right,0,47,24,47,49,49,73,11,53,89,40,0,0,0,0,100
capture_2020_04_17_11_39_49_7568_left,0,48,31,50,53,52,73,7,64,89,47,0,0,0,0,100
capture_2020_04_17_11_39_49_7568_right,0,50,24,43,48,48,70,7,57,91,41,0,0,0,0,100
capture_2020_04_17_11_39_49_7569_left,0,46,30,50,53,50,74,4,66,93,40,0,0,0,0,100
capture_2020_04_17_11_39_49_7569_right,0,45,24,45,48,45,70,4,57,91,39,0,0,0,0,100
capture_2020_04_17_11_39_49_7570_left,0,47,34,49,57,49,85,6,72,96,40,0,0,0,0,100
capture_2020_04_17_11_39_49_7570_right,0,46,24,43,50,46,74,4,50,93,43,0,0,0,0,100
capture_2020_04_17_11_39_49_7571_left,0,43,30,49,55,49,77,9,68,94,36,0,0,0,0,100
capture_2020_04_17_11_39_49_7571_right,0,45,26,43,47,47,70,4,55,91,38,0,0,0,0,100
capture_2020_04_17_11_39_49_7572_left,0,45,30,51,53,49,81,9,66,91,40,0,0,0,0,100
capture_2020_04_17_11_39_49_7572_right,0,47,22,45,48,47,72,9,50,91,41,0,0,0,0,100
capture_2020_04_17_11_39_49_7573_left,0,41,28,48,48,50,72,7,63,93,35,0,0,0,0,100
capture_2020_04_17_11_39_49_7573_right,0,43,21,43,45,46,68,7,55,91,36,0,0,0,0,100
capture_2020_04_17_11_39_49_7574_left,0,43,26,46,49,48,74,7,62,91,36,0,0,0,0,100
capture_2020_04_17_11_39_49_7574_right,0,46,22,43,46,48,70,7,54,87,37,0,0,0,0,100
capture_2020_04_17_11_39_49_7575_left,0,40,28,47,47,49,72,4,62,91,34,0,0,0,0,100
capture_2020_04_17_11_39_49_7575_right,0,47,23,45,45,45,68,4,51,89,36,0,0,0,0,100
capture_2020_04_17_11_39_49_7576_left,0,40,28,45,49,45,70,2,66,91,32,0,0,0,0,100
capture_2020_04_17_11_39_49_7576_right,0,43,19,40,43,45,68,2,51,91,36,0,0,0,0,100
capture_2020_04_17_11_39_49_7577_left,0,43,21,46,47,46,74,2,60,91,36,0,0,0,0,100
capture_2020_04_17_11_39_49_7577_right,0,49,17,38,40,40,66,4,47,91,36,0,0,0,0,100
capture_2020_04_17_11_39_49_7578_left,0,40,25,42,50,44,73,4,65,92,31,0,0,0,0,100
capture_2020_04_17_11_39_49_7578_right,0,44,19,38,46,42,69,6,50,92,35,0,0,0,0,100
capture_2020_04_17_11_39_49_7579_left,0,35,27,42,54,44,83,4,67,94,40,0,0,0,0,100
capture_2020_04_17_11_39_49_7579_right,0,43,23,43,48,45,71,6,56,92,38,0,0,0,0,100
capture_2020_04_17_11_39_49_7580_left,0,41,27,45,49,45,69,4,63,94,37,0,0,0,0,100
capture_2020_04_17_11_39_49_7580_right,0,43,27,43,47,45,63,6,55,88,41,0,0,0,0,100
capture_2020_04_17_11_39_49_7581_left,0,41,34,43,54,47,74,8,66,88,40,0,0,0,0,100
capture_2020_04_17_11_39_49_7581_right,0,45,29,41,51,43,71,6,57,90,41,0,0,0,0,100
capture_2020_04_17_11_39_49_7582_left,0,39,31,45,53,45,76,6,63,90,41,0,0,0,0,100
capture_2020_04_17_11_39_49_7582_right,0,44,27,42,49,42,73,4,57,90,41,0,0,0,0,100
capture_2020_04_17_11_39_49_7583_left,0,42,31,46,53,46,76,4,65,90,41,0,0,0,0,100
capture_2020_04_17_11_39_49_7583_right,0,44,28,40,50,42,74,6,58,92,44,0,0,0,0,100
capture_2020_04_17_11_39_49_7584_left,0,37,34,45,54,43,78,4,66,94,50,0,0,0,0,100
capture_2020_04_17_11_39_49_7584_right,0,44,29,40,49,42,71,6,57,92,45,0,0,0,0,100
capture_2020_04_17_11_39_49_7585_left,0,37,32,47,60,53,86,6,68,94,46,0,0,0,0,100
capture_2020_04_17_11_39_49_7585_right,0,44,28,44,52,48,78,6,66,92,44,0,0,0,0,100
capture_2020_04_17_11_39_49_7586_left,0,40,36,44,58,48,78,4,72,92,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7586_right,0,44,28,42,48,42,72,8,60,94,46,0,0,0,0,100
capture_2020_04_17_11_39_49_7587_left,0,40,31,44,53,46,76,8,65,92,41,0,0,0,0,100
capture_2020_04_17_11_39_49_7587_right,0,40,24,42,44,44,68,4,56,92,42,0,0,0,0,100
capture_2020_04_17_11_39_49_7588_left,0,40,29,44,55,46,82,4,67,94,45,0,0,0,0,100
capture_2020_04_17_11_39_49_7588_right,0,39,24,41,50,43,70,2,60,94,42,0,0,0,0,100
capture_2020_04_17_11_39_49_7589_left,0,44,31,46,51,46,76,6,65,94,43,0,0,0,0,100
capture_2020_04_17_11_39_49_7589_right,0,43,20,41,43,43,71,4,51,94,43,0,0,0,0,100
capture_2020_04_17_11_39_49_7590_left,0,39,31,43,54,45,77,4,67,94,46,0,0,0,0,100
capture_2020_04_17_11_39_49_7590_right,0,42,23,42,48,46,69,4,58,92,44,0,0,0,0,100
capture_2020_04_17_11_39_49_7591_left,0,41,31,45,53,49,78,6,63,92,47,0,0,0,0,100
capture_2020_04_17_11_39_49_7591_right,0,45,21,41,46,43,69,4,52,94,40,0,0,0,0,100
capture_2020_04_17_11_39_49_7592_left,0,41,33,45,54,49,77,4,69,92,46,0,0,0,0,100
capture_2020_04_17_11_39_49_7592_right,0,48,24,42,49,40,69,2,55,92,45,0,0,0,0,100
capture_2020_04_17_11_39_49_7593_left,0,44,35,46,54,50,77,6,65,90,46,0,0,0,0,100
capture_2020_04_17_11_39_49_7593_right,0,46,27,40,50,42,71,4,58,90,46,0,0,0,0,100
capture_2020_04_17_11_39_49_7594_left,0,40,33,46,56,48,77,6,67,90,46,0,0,0,0,100
capture_2020_04_17_11_39_49_7594_right,0,46,25,40,50,46,71,4,60,92,46,0,0,0,0,100
capture_2020_04_17_11_39_49_7595_left,0,42,33,48,56,52,79,4,67,94,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7595_right,0,40,29,40,54,40,77,2,60,92,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7596_left,0,44,35,48,58,46,79,4,67,94,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7596_right,0,51,28,43,53,45,74,4,62,91,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7597_left,0,43,34,48,57,50,77,7,68,91,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7597_right,0,47,33,45,52,47,74,6,65,89,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7598_left,0,43,32,48,51,50,70,4,60,93,45,0,0,0,0,100
capture_2020_04_17_11_39_49_7598_right,0,45,30,43,49,47,70,4,55,89,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7599_left,0,43,30,46,54,46,74,4,57,96,50,0,0,0,0,100
capture_2020_04_17_11_39_49_7599_right,0,43,29,41,53,43,78,7,56,93,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7600_left,0,44,29,44,51,44,78,4,56,96,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7600_right,0,44,29,42,53,44,78,4,56,87,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7601_left,0,45,30,50,55,50,75,5,57,93,50,0,0,0,0,100
capture_2020_04_17_11_39_49_7601_right,0,49,30,47,52,44,75,9,52,93,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7602_left,0,48,32,50,52,50,77,7,55,93,57,0,0,0,0,100
capture_2020_04_17_11_39_49_7602_right,0,45,30,45,52,48,75,9,55,93,57,0,0,0,0,100
capture_2020_04_17_11_39_49_7603_left,0,39,27,48,50,50,73,9,55,95,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7603_right,0,50,25,43,50,48,73,9,52,95,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7604_left,0,50,25,50,50,48,73,9,52,95,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7604_right,0,50,25,45,50,48,73,9,52,95,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7605_left,0,45,26,48,49,48,72,9,56,93,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7605_right,0,47,28,47,47,47,72,7,51,93,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7606_left,0,48,28,50,51,52,74,7,56,95,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7606_right,0,49,26,49,52,49,76,14,52,95,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7607_left,0,47,28,47,49,51,72,7,56,95,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7607_right,0,49,28,47,51,51,72,12,53,93,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7608_left,0,48,26,48,49,50,70,7,53,95,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7608_right,0,49,33,47,51,47,72,5,53,95,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7609_left,0,48,32,50,54,52,76,7,61,95,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7609_right,0,49,29,51,51,54,76,12,54,95,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7610_left,0,49,26,51,52,54,76,12,55,93,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7610_right,0,51,24,54,48,56,69,17,50,98,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7611_left,0,49,29,54,54,54,76,10,56,95,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7611_right,0,56,27,56,49,59,71,27,49,98,46,0,0,0,0,100
capture_2020_04_17_11_39_49_7612_left,0,53,29,55,56,55,76,10,61,95,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7612_right,0,61,27,59,49,59,71,24,49,95,46,0,0,0,0,100
capture_2020_04_17_11_39_49_7613_left,0,49,32,56,54,59,71,15,59,95,46,0,0,0,0,100
capture_2020_04_17_11_39_49_7613_right,0,63,27,60,49,60,68,20,49,98,46,0,0,0,0,100
capture_2020_04_17_11_39_49_7614_left,0,45,28,53,53,55,75,8,58,95,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7614_right,0,56,23,54,48,56,70,24,50,95,45,0,0,0,0,100
capture_2020_04_17_11_39_49_7615_left,0,41,22,49,54,49,78,7,59,93,41,0,0,0,0,100
capture_2020_04_17_11_39_49_7615_right,0,54,22,51,49,54,73,7,49,95,46,0,0,0,0,100
capture_2020_04_17_11_39_49_7616_left,0,43,24,48,56,50,76,5,61,95,46,0,0,0,0,100
capture_2020_04_17_11_39_49_7616_right,0,55,22,53,51,53,71,13,49,95,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7617_left,0,48,24,50,54,53,76,8,59,93,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7617_right,0,53,24,50,49,53,71,13,51,93,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7618_left,0,45,29,48,54,48,73,8,59,93,41,0,0,0,0,100
capture_2020_04_17_11_39_49_7618_right,0,48,24,48,49,48,71,10,51,93,46,0,0,0,0,100
capture_2020_04_17_11_39_49_7619_left,0,39,28,46,53,46,75,7,60,93,43,0,0,0,0,100
capture_2020_04_17_11_39_49_7619_right,0,51,22,51,49,51,73,17,49,90,46,0,0,0,0,100
capture_2020_04_17_11_39_49_7620_left,0,45,24,45,51,48,71,5,56,93,46,0,0,0,0,100
capture_2020_04_17_11_39_49_7620_right,0,51,22,51,49,54,71,10,49,93,41,0,0,0,0,100
capture_2020_04_17_11_39_49_7621_left,0,44,20,49,49,51,76,2,56,95,39,0,0,0,0,100
capture_2020_04_17_11_39_49_7621_right,0,50,17,48,46,48,66,5,46,95,41,0,0,0,0,100
capture_2020_04_17_11_39_49_7622_left,0,41,22,46,46,46,68,2,56,93,41,0,0,0,0,100
capture_2020_04_17_11_39_49_7622_right,0,49,22,49,46,51,63,7,46,98,41,0,0,0,0,100
capture_2020_04_17_11_39_49_7623_left,0,41,24,44,51,46,68,2,56,93,41,0,0,0,0,100
capture_2020_04_17_11_39_49_7623_right,0,51,22,51,46,54,66,15,49,93,44,0,0,0,0,100
capture_2020_04_17_11_39_49_7624_left,0,41,27,46,49,46,68,5,54,90,46,0,0,0,0,100
capture_2020_04_17_11_39_49_7624_right,0,46,26,46,50,46,69,5,52,93,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7625_left,0,48,29,45,52,48,69,5,55,93,43,0,0,0,0,100
capture_2020_04_17_11_39_49_7625_right,0,45,33,48,55,50,74,7,52,93,50,0,0,0,0,100
capture_2020_04_17_11_39_49_7626_left,0,40,31,45,52,45,69,5,57,93,43,0,0,0,0,100
capture_2020_04_17_11_39_49_7626_right,0,49,31,49,55,51,74,9,57,91,50,0,0,0,0,100
capture_2020_04_17_11_39_49_7627_left,0,42,37,47,58,49,77,7,58,93,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7627_right,0,51,36,51,61,51,77,14,59,93,59,0,0,0,0,100
capture_2020_04_17_11_39_49_7628_left,0,45,33,48,56,50,76,11,58,93,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7628_right,0,48,32,52,59,52,80,11,61,91,52,0,0,0,0,100
